EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Sprint review,PerformanceRating
E1002107,40,Female,Bachelors,Divorced,Research & Development,Administrative Assistant,Travel_Rarely,2,4,2,47,3,2,1,2,No,12,2,15,3,3,7,4,7,7,No,0.33,2
E1001381,34,Male,Bachelors,Single,Research & Development,Administrative Assistant,Travel_Frequently,10,2,1,45,3,2,4,0,No,17,3,7,1,2,6,2,0,4,No,0.43,3
E1001622,34,Male,Bachelors,Divorced,Research & Development,Administrative Assistant,Travel_Rarely,2,2,4,86,3,3,4,0,No,11,4,10,0,2,9,7,1,6,No,0.49,3
E1001793,33,Male,Bachelors,Single,Research & Development,Administrative Assistant,Travel_Rarely,8,4,4,69,3,2,3,2,Yes,17,1,14,6,3,0,0,0,0,No,0.41,3
E1001825,42,Male,Bachelors,Married,Research & Development,Administrative Assistant,Travel_Frequently,16,2,4,40,3,3,4,2,Yes,14,3,24,3,1,20,8,13,9,No,0.45,3
E1002005,46,Male,Bachelors,Single,Research & Development,Administrative Assistant,Travel_Rarely,9,3,3,34,3,2,2,6,No,14,4,19,3,3,10,7,0,9,No,0.71,3
E1002249,43,Male,Bachelors,Married,Research & Development,Administrative Assistant,Travel_Rarely,1,3,1,30,3,3,3,1,No,17,2,10,1,3,10,9,0,9,No,0.53,3
E1002304,56,Male,Bachelors,Divorced,Research & Development,Administrative Assistant,Non-Travel,4,4,3,57,3,2,3,1,No,21,1,13,2,2,13,12,1,9,No,0.92,4
E1002092,41,Male,Bachelors,Single,Research & Development,Administrative Assistant,Travel_Rarely,5,3,2,85,4,2,2,3,No,12,1,11,3,1,3,2,1,2,No,0.13,2
E1001981,44,Female,Bachelors,Married,Research & Development,Administrative Assistant,Travel_Rarely,2,2,3,96,4,3,4,1,Yes,19,2,9,2,3,8,7,6,7,No,0.74,3
E1002031,29,Male,Bachelors,Single,Research & Development,Administrative Assistant,Travel_Frequently,15,2,4,70,4,2,3,8,Yes,12,4,10,5,4,3,2,0,2,No,0.7,3
E1002181,44,Male,Bachelors,Married,Research & Development,Administrative Assistant,Travel_Rarely,19,1,2,78,4,2,1,2,No,15,4,10,5,3,2,0,2,2,No,0.55,3
E1002044,38,Male,Phd,Married,Research & Development,Administrative Assistant,Travel_Rarely,7,4,2,60,1,2,4,3,Yes,16,3,15,2,3,1,0,1,0,No,0.62,3
E1001975,60,Male,Phd,Divorced,Research & Development,Administrative Assistant,Travel_Rarely,1,4,3,92,1,3,4,3,No,20,3,19,2,4,1,0,0,0,No,0.85,4
E1001439,37,Female,Phd,Divorced,Research & Development,Administrative Assistant,Travel_Rarely,7,3,3,52,2,2,4,7,No,13,3,9,2,3,6,2,1,3,No,0.68,3
E1001556,55,Male,Phd,Divorced,Research & Development,Administrative Assistant,Non-Travel,4,3,4,37,2,4,2,1,Yes,15,4,34,3,3,33,9,15,0,No,0.59,3
E1002340,39,Male,Phd,Married,Research & Development,Administrative Assistant,Travel_Rarely,11,3,4,42,2,3,1,4,No,15,1,9,5,3,7,7,1,7,No,0.49,3
E1001462,34,Male,Phd,Single,Research & Development,Administrative Assistant,Travel_Frequently,11,2,4,97,2,2,1,0,No,20,3,14,3,3,13,9,4,9,No,0.85,4
E1002287,33,Female,Phd,Married,Research & Development,Administrative Assistant,Travel_Rarely,1,3,2,95,3,2,4,0,Yes,13,1,10,6,3,9,7,8,1,No,0.14,2
E1001292,35,Female,Phd,Divorced,Research & Development,Administrative Assistant,Travel_Rarely,1,3,3,57,3,3,3,1,Yes,11,3,16,3,2,16,10,10,1,No,0.8,3
E1001312,55,Male,Phd,Married,Research & Development,Administrative Assistant,Travel_Frequently,2,1,3,62,3,2,2,3,Yes,14,4,17,3,3,8,7,6,7,No,0.65,3
E1001865,35,Female,Phd,Single,Research & Development,Administrative Assistant,Travel_Rarely,13,4,1,51,3,2,3,3,Yes,16,3,10,4,3,5,2,0,4,No,0.67,3
E1001822,29,Female,Masters,Married,Research & Development,Administrative Assistant,Travel_Rarely,23,3,3,39,1,2,1,3,No,13,3,9,3,3,7,7,0,7,No,0.7,3
E1001340,37,Female,Masters,Single,Research & Development,Administrative Assistant,Travel_Rarely,26,1,4,35,3,2,2,3,No,15,1,8,3,2,4,3,0,1,No,0.59,3
E1001831,45,Male,Masters,Divorced,Research & Development,Administrative Assistant,Travel_Rarely,2,1,1,66,3,3,2,1,No,12,1,10,4,3,10,8,7,7,No,0.4,2
E1001590,36,Female,Masters,Married,Research & Development,Administrative Assistant,Travel_Rarely,29,3,4,63,3,3,3,3,No,12,1,10,0,3,7,7,1,7,No,0.61,3
E1001661,34,Female,Masters,Single,Research & Development,Administrative Assistant,Travel_Rarely,2,3,3,98,3,2,4,1,No,11,4,14,2,4,14,11,4,11,No,0.72,3
E1002000,41,Male,Bachelors,Married,Human Resources,HR Generalist,Non-Travel,7,3,3,60,1,2,2,6,No,19,2,10,4,3,3,2,1,2,No,0.7,3
E100702,31,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,2,4,1,62,2,2,1,3,No,12,4,9,1,3,2,2,1,0,No,0.12,2
E1002025,30,Female,Bachelors,Divorced,Human Resources,HR Generalist,Travel_Frequently,26,3,3,66,2,1,4,6,No,11,3,6,0,2,4,2,1,2,Yes,0.64,3
E1002222,27,Female,Bachelors,Married,Human Resources,HR Generalist,Travel_Frequently,21,4,1,58,2,1,2,1,No,12,1,1,2,3,1,0,0,0,Yes,0.57,3
E1002168,36,Male,Bachelors,Single,Human Resources,HR Generalist,Travel_Frequently,2,3,2,94,2,2,4,1,No,21,4,10,2,2,10,1,0,8,No,0.91,4
E1001485,33,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,22,3,2,99,3,1,3,1,No,13,4,5,2,3,5,4,1,4,No,0.2,2
E1002083,38,Male,Bachelors,Divorced,Human Resources,HR Generalist,Non-Travel,5,1,1,100,3,1,2,5,No,13,4,13,3,3,11,10,3,8,No,0.21,2
E1001107,36,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,2,1,3,36,3,1,2,4,No,13,2,8,2,3,5,2,0,4,No,0.72,3
E1001188,33,Male,Bachelors,Divorced,Human Resources,HR Generalist,Travel_Rarely,25,2,4,57,3,1,2,3,Yes,11,3,7,4,4,4,3,0,3,No,0.46,3
E1001841,38,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Frequently,18,1,3,71,3,2,3,3,No,11,3,10,2,3,6,3,1,2,No,0.76,3
E1001920,44,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Frequently,28,2,1,37,3,2,4,4,Yes,11,3,14,3,3,10,7,0,2,No,0.7,3
E1002265,25,Female,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,6,3,3,82,3,1,2,4,No,14,3,6,3,3,2,0,1,2,No,0.67,3
E100462,30,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,10,3,3,48,3,2,4,0,Yes,19,4,12,2,1,11,9,4,7,No,0.78,3
E100868,34,Female,Bachelors,Divorced,Human Resources,HR Generalist,Travel_Frequently,17,4,2,43,3,3,1,9,Yes,15,3,11,2,3,3,2,0,2,Yes,0.42,3
E100411,37,Male,Bachelors,Divorced,Human Resources,HR Generalist,Travel_Rarely,2,1,3,63,3,1,1,4,Yes,22,4,7,3,3,3,2,0,2,Yes,0.9,4
E1001038,39,Female,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,10,3,3,44,4,2,2,9,No,15,3,12,3,1,8,3,3,6,No,0.75,3
E1002120,31,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,11,3,4,89,4,1,1,0,No,17,3,2,4,3,1,0,0,0,Yes,0.44,3
E1002022,45,Female,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,18,2,3,56,1,3,3,4,No,21,3,9,2,4,5,0,0,3,No,0.9,4
E1001156,36,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,1,3,1,77,2,1,1,0,No,21,3,6,3,3,5,4,0,3,No,0.51,3
E1001187,39,Female,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,17,3,4,42,2,2,4,8,No,11,3,13,2,3,5,4,0,4,No,0.5,3
E1001567,34,Male,Bachelors,Married,Human Resources,HR Generalist,Travel_Frequently,28,2,3,56,2,2,2,4,No,11,4,14,5,4,10,9,1,8,No,0.46,3
E100943,44,Female,Bachelors,Single,Human Resources,HR Generalist,Travel_Rarely,1,3,1,50,2,2,3,4,No,11,2,10,1,4,2,2,0,2,No,0.74,3
E1002056,43,Male,Bachelors,Single,Human Resources,HR Generalist,Travel_Rarely,1,3,2,97,3,1,4,0,No,13,2,10,5,3,9,7,1,8,No,0.2,2
E1001592,46,Female,Bachelors,Single,Human Resources,HR Generalist,Travel_Rarely,3,4,4,44,3,1,1,6,No,12,3,10,3,4,7,6,5,7,No,0.49,3
E1001961,44,Female,Bachelors,Divorced,Human Resources,HR Generalist,Travel_Rarely,1,4,3,44,3,1,4,4,Yes,18,1,8,2,3,2,2,2,2,No,0.77,3
E1002136,28,Male,Bachelors,Divorced,Human Resources,HR Generalist,Non-Travel,7,4,3,43,3,1,4,1,No,15,2,3,2,3,3,2,2,2,No,0.67,3
E1002318,35,Female,Bachelors,Single,Human Resources,HR Generalist,Travel_Rarely,8,5,3,31,3,3,4,1,Yes,16,3,9,2,3,9,0,1,7,No,0.72,3
E100455,26,Female,Bachelors,Married,Human Resources,HR Generalist,Travel_Rarely,1,4,3,61,3,1,3,1,No,23,4,8,3,3,8,7,5,7,No,0.93,4
E1001376,44,Male,Phd,Married,Human Resources,HR Generalist,Travel_Rarely,8,3,2,91,2,3,1,9,No,14,4,24,1,3,20,6,3,6,Yes,0.35,2
E1001147,28,Male,Phd,Divorced,Human Resources,HR Generalist,Travel_Rarely,11,1,2,63,2,1,4,1,No,13,4,6,6,3,5,1,0,4,No,0.63,3
E1002143,29,Male,Phd,Married,Human Resources,HR Generalist,Travel_Rarely,4,4,4,87,2,1,2,1,No,11,4,1,3,3,1,0,0,0,No,0.47,3
E1002024,24,Male,Phd,Married,Human Resources,HR Generalist,Travel_Frequently,1,3,1,59,3,1,4,0,No,14,4,3,2,3,2,2,2,1,No,0.11,2
E100599,59,Male,Phd,Married,Human Resources,HR Generalist,Travel_Rarely,9,2,2,52,3,1,3,8,No,17,4,7,2,2,2,2,2,2,No,0.13,2
E1001327,45,Male,Phd,Single,Human Resources,HR Generalist,Travel_Rarely,5,2,2,36,3,1,2,1,No,16,1,6,3,3,6,3,0,4,No,0.72,3
E100381,46,Male,Phd,Divorced,Human Resources,HR Generalist,Travel_Rarely,1,2,2,80,3,2,2,8,Yes,22,4,16,2,3,4,2,0,2,No,0.61,3
E100976,54,Male,Phd,Married,Human Resources,HR Generalist,Travel_Rarely,4,1,3,88,3,3,2,2,No,15,3,16,1,4,9,7,7,1,No,0.46,3
E1001739,31,Female,Phd,Single,Human Resources,HR Generalist,Travel_Rarely,1,3,4,96,4,1,2,9,No,18,4,8,3,3,3,2,0,2,No,0.53,3
E1001509,42,Male,Phd,Married,Human Resources,HR Generalist,Non-Travel,5,5,4,79,4,2,1,7,No,16,1,10,3,4,4,3,0,3,No,0.99,4
E1001697,29,Male,Masters,Single,Human Resources,HR Generalist,Travel_Rarely,9,4,2,51,2,3,1,1,No,13,1,10,3,2,10,9,0,9,No,0.76,3
E1002072,37,Male,Masters,Divorced,Human Resources,HR Generalist,Travel_Rarely,8,2,3,89,3,2,2,2,No,13,3,19,4,2,10,0,4,7,No,0.72,3
E1002250,38,Male,Masters,Married,Human Resources,HR Generalist,Travel_Frequently,2,3,4,88,3,1,2,0,Yes,11,2,7,2,3,6,2,1,2,No,0.52,3
E100844,19,Male,Masters,Single,Human Resources,HR Generalist,Travel_Rarely,1,5,1,52,2,1,4,1,No,12,3,1,3,4,1,0,0,0,Yes,0.65,3
E1001442,35,Male,Masters,Single,Human Resources,HR Generalist,Travel_Rarely,20,3,3,100,3,1,3,1,No,17,2,6,2,1,5,4,1,4,No,0.27,2
E1001745,34,Female,Masters,Married,Human Resources,HR Generalist,Travel_Rarely,8,2,1,52,3,1,3,1,No,15,4,2,0,3,2,2,2,2,Yes,0.34,2
E100748,42,Male,Masters,Divorced,Human Resources,HR Generalist,Travel_Rarely,29,3,3,52,3,1,3,0,Yes,11,3,4,5,3,3,2,1,0,No,0.55,3
E1001297,22,Male,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,9,4,2,94,1,1,1,1,No,15,1,4,3,2,4,3,1,1,No,0.23,2
E1001499,36,Male,Bachelors,Divorced,Research & Development,IT Support,Travel_Rarely,8,1,3,60,1,1,3,1,No,14,3,7,4,3,7,7,1,7,No,0.51,3
E1001557,21,Female,Bachelors,Single,Research & Development,IT Support,Travel_Frequently,5,3,1,45,2,1,3,1,No,20,3,2,2,1,2,2,2,2,Yes,0.12,2
E1001713,36,Male,Bachelors,Single,Research & Development,IT Support,Travel_Rarely,5,4,1,37,2,2,4,1,No,16,3,10,2,2,10,4,1,8,No,0.29,2
E1001574,28,Male,Bachelors,Married,Research & Development,IT Support,Travel_Frequently,2,3,4,52,2,1,4,1,Yes,12,2,2,2,3,2,2,2,2,No,0.68,3
E1001725,34,Female,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,20,3,4,86,2,1,2,5,No,17,1,7,2,2,5,4,0,2,No,0.66,3
E1001749,44,Male,Bachelors,Single,Research & Development,IT Support,Non-Travel,7,3,3,90,2,1,3,3,No,14,4,7,5,3,5,2,0,3,No,0.64,3
E1002288,32,Female,Bachelors,Single,Research & Development,IT Support,Travel_Rarely,3,3,3,49,2,1,2,1,No,13,3,6,3,3,6,2,4,1,No,0.63,3
E1001736,39,Female,Bachelors,Single,Research & Development,IT Support,Non-Travel,16,1,1,54,2,1,1,2,Yes,23,2,11,2,4,1,0,0,0,Yes,0.94,4
E1001811,23,Male,Bachelors,Single,Research & Development,IT Support,Travel_Rarely,9,2,1,97,3,2,3,0,No,14,2,5,2,3,4,3,1,2,No,0.39,2
E1001827,33,Male,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,1,5,2,79,3,2,3,1,Yes,12,2,15,3,3,15,14,5,7,No,0.14,2
E1002134,47,Female,Bachelors,Single,Research & Development,IT Support,Travel_Rarely,7,3,2,64,3,1,3,4,No,12,3,7,2,3,2,2,2,0,No,0.31,2
E1001308,50,Male,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,1,2,1,64,3,1,4,4,No,18,2,8,5,3,1,0,0,0,No,0.68,3
E1001410,39,Male,Bachelors,Single,Research & Development,IT Support,Non-Travel,7,4,3,70,3,2,2,9,No,15,3,9,2,2,5,4,0,3,No,0.69,3
E1001436,41,Male,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,15,3,2,46,3,1,4,3,Yes,11,1,6,4,3,1,0,0,0,No,0.63,3
E1001497,24,Female,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,1,3,4,97,3,1,2,1,No,13,1,1,3,1,1,0,0,0,Yes,0.61,3
E1001639,40,Male,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,24,4,2,88,3,1,2,3,No,22,3,7,3,3,4,2,0,3,No,0.64,3
E1001791,29,Female,Bachelors,Married,Research & Development,IT Support,Travel_Frequently,7,1,4,97,3,1,2,0,No,13,3,4,3,3,3,2,0,2,No,0.55,3
E1001812,40,Male,Bachelors,Single,Research & Development,IT Support,Travel_Rarely,13,2,4,86,3,1,1,3,No,14,2,15,3,1,5,4,1,0,Yes,0.48,3
E1001847,35,Female,Bachelors,Divorced,Research & Development,IT Support,Travel_Rarely,2,1,1,69,3,1,1,1,Yes,12,4,1,2,3,1,0,0,0,Yes,0.63,3
E1001999,31,Male,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,19,3,2,69,3,1,3,1,No,14,4,6,2,4,5,2,0,3,No,0.68,3
E1002015,39,Male,Bachelors,Married,Research & Development,IT Support,Non-Travel,4,4,4,77,3,2,4,1,Yes,15,4,9,2,3,9,8,5,8,No,0.78,3
E1002080,40,Female,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,4,4,3,99,3,1,1,4,No,17,4,7,5,2,4,3,0,2,No,0.68,3
E1002085,34,Male,Bachelors,Married,Research & Development,IT Support,Travel_Frequently,14,3,4,93,3,2,1,4,No,17,3,11,3,2,7,1,0,7,Yes,0.5,3
E1002161,29,Male,Bachelors,Single,Research & Development,IT Support,Travel_Rarely,2,2,4,59,3,1,1,3,No,14,2,11,2,3,3,2,1,2,No,0.78,3
E1002290,40,Male,Bachelors,Married,Research & Development,IT Support,Travel_Rarely,1,3,1,83,3,1,4,8,No,19,3,8,3,2,1,0,0,0,No,0.67,3
E1002050,41,Male,Bachelors,Divorced,Research & Development,IT Support,Travel_Rarely,7,3,3,94,3,1,1,1,No,20,2,5,2,3,5,3,0,4,No,0.96,4
E1001426,42,Male,Phd,Single,Research & Development,IT Support,Travel_Rarely,3,2,2,56,1,2,4,4,No,19,1,16,3,3,1,0,0,0,No,0.62,3
E1001996,26,Male,Phd,Married,Research & Development,IT Support,Travel_Rarely,2,1,4,62,1,1,3,1,No,15,3,3,3,4,3,2,0,2,No,0.7,3
E1002104,35,Male,Phd,Married,Research & Development,IT Support,Travel_Rarely,29,1,2,91,1,1,3,0,No,16,2,6,2,4,5,4,0,3,No,0.63,3
E1001361,26,Male,Phd,Married,Research & Development,IT Support,Travel_Rarely,8,5,1,59,2,1,1,1,No,16,1,6,2,3,5,3,1,3,No,0.37,2
E1001575,51,Female,Phd,Single,Research & Development,IT Support,Travel_Frequently,10,3,2,40,2,1,3,0,No,14,2,8,6,2,7,0,7,7,No,0.69,3
E1001647,35,Female,Phd,Married,Research & Development,IT Support,Travel_Rarely,11,4,4,60,2,2,4,0,No,12,2,10,0,3,9,7,0,0,No,0.63,3
E1001782,28,Male,Phd,Single,Research & Development,IT Support,Travel_Frequently,1,4,3,38,2,1,1,7,No,11,3,8,2,2,0,0,0,0,Yes,0.77,3
E1002038,38,Female,Phd,Married,Research & Development,IT Support,Travel_Frequently,3,3,3,75,2,1,2,4,No,14,2,9,4,2,6,1,0,5,No,0.54,3
E1001787,49,Female,Phd,Married,Research & Development,IT Support,Travel_Rarely,16,3,3,43,2,2,1,4,No,25,1,10,3,3,3,2,1,2,No,0.85,4
E1001655,34,Male,Phd,Married,Research & Development,IT Support,Travel_Rarely,20,1,2,86,3,2,3,4,No,13,1,10,1,3,8,7,7,7,No,0.33,2
E1001758,42,Female,Phd,Single,Research & Development,IT Support,Travel_Frequently,9,4,1,74,3,1,4,1,No,13,3,12,3,3,12,9,5,8,No,0.14,2
E1002003,24,Male,Phd,Divorced,Research & Development,IT Support,Travel_Rarely,1,3,2,91,3,1,1,1,No,13,2,6,2,4,6,2,1,2,No,0.22,2
E1001434,18,Male,Phd,Single,Research & Development,IT Support,Non-Travel,22,5,3,80,3,1,3,1,No,12,4,0,0,3,0,0,0,0,Yes,0.47,3
E1001438,31,Male,Phd,Married,Research & Development,IT Support,Travel_Frequently,2,3,3,72,3,1,3,1,No,12,3,2,5,2,2,2,2,2,Yes,0.67,3
E1001563,34,Female,Phd,Divorced,Research & Development,IT Support,Travel_Frequently,13,3,3,46,3,2,2,4,No,13,3,15,2,4,11,8,5,10,No,0.72,3
E1001564,28,Male,Phd,Single,Research & Development,IT Support,Travel_Frequently,8,1,4,44,3,1,3,0,Yes,11,3,5,2,2,4,2,0,2,No,0.72,3
E1001636,25,Male,Phd,Married,Research & Development,IT Support,Travel_Rarely,25,3,4,67,3,1,4,3,No,11,3,7,6,2,3,2,1,2,No,0.52,3
E1002130,29,Male,Phd,Married,Research & Development,IT Support,Travel_Frequently,28,3,4,40,3,1,4,1,No,13,2,11,3,4,11,8,3,10,No,0.64,3
E1002230,26,Male,Phd,Single,Research & Development,IT Support,Travel_Rarely,2,3,3,95,3,1,1,0,No,13,4,8,6,2,7,7,7,6,No,0.62,3
E1002267,30,Male,Phd,Married,Research & Development,IT Support,Travel_Rarely,9,2,4,76,3,1,2,1,No,13,3,12,6,2,12,8,1,7,No,0.44,3
E1001451,24,Male,Phd,Single,Research & Development,IT Support,Travel_Rarely,28,4,4,49,3,1,2,8,No,22,4,6,2,3,4,3,1,2,No,0.93,4
E1002194,31,Female,Phd,Divorced,Research & Development,IT Support,Travel_Rarely,6,2,1,62,4,1,3,8,No,12,2,4,0,2,2,2,2,2,No,0.22,2
E1002346,34,Male,Phd,Married,Research & Development,IT Support,Travel_Rarely,21,2,2,82,4,2,3,2,No,12,1,6,3,4,4,3,1,2,No,0.74,3
E1001288,35,Male,Masters,Divorced,Research & Development,IT Support,Travel_Rarely,8,2,3,39,2,1,2,1,Yes,24,4,5,2,1,4,2,0,2,Yes,0.61,3
E1001463,35,Male,Masters,Married,Research & Development,IT Support,Travel_Frequently,1,4,4,47,2,1,4,1,No,13,2,2,2,4,2,2,2,2,No,0.73,3
E1001512,32,Female,Masters,Married,Research & Development,IT Support,Travel_Frequently,28,4,3,77,2,1,2,1,No,20,3,2,2,3,2,2,2,2,No,0.94,4
E1001306,35,Male,Masters,Divorced,Research & Development,IT Support,Travel_Rarely,2,4,2,45,3,1,4,1,No,20,1,3,4,2,3,2,1,2,No,0.11,2
E1001330,36,Male,Masters,Divorced,Research & Development,IT Support,Travel_Rarely,16,4,1,81,3,2,3,7,No,14,2,9,3,2,1,0,0,0,Yes,0.51,3
E1001727,40,Male,Masters,Divorced,Research & Development,IT Support,Non-Travel,8,4,3,81,3,2,3,3,No,11,3,11,2,4,8,7,0,7,No,0.68,3
E1002260,23,Male,Masters,Single,Research & Development,IT Support,Travel_Rarely,1,3,4,78,3,1,4,1,No,13,3,5,6,4,5,2,1,4,No,0.63,3
E1002270,25,Male,Masters,Divorced,Research & Development,IT Support,Travel_Rarely,10,4,4,57,3,1,3,6,Yes,19,3,7,2,2,2,2,0,2,No,0.49,3
E1001829,24,Male,Masters,Divorced,Research & Development,IT Support,Travel_Rarely,29,4,3,57,2,1,1,0,No,14,2,2,3,3,1,1,0,0,No,0.62,3
E1001577,29,Female,Masters,Divorced,Research & Development,IT Support,Travel_Rarely,2,3,2,39,3,1,3,3,Yes,13,1,10,2,3,7,7,7,7,Yes,0.21,2
E1002310,56,Male,Masters,Married,Research & Development,IT Support,Travel_Rarely,2,5,4,72,3,1,3,8,No,11,4,14,4,1,10,9,9,8,Yes,0.2,2
E1001693,25,Male,Masters,Married,Research & Development,IT Support,Travel_Rarely,2,3,1,81,3,1,4,4,No,11,2,7,2,2,3,2,0,2,No,0.71,3
E1002263,40,Female,Masters,Married,Research & Development,IT Support,Travel_Frequently,15,4,4,73,3,2,3,1,No,11,1,10,2,4,10,9,9,4,No,0.75,3
E1001536,48,Male,Masters,Single,Research & Development,IT Support,Travel_Rarely,7,4,4,76,4,1,2,5,No,11,3,7,4,2,1,0,0,0,No,0.61,3
E1001009,41,Male,Bachelors,Divorced,Human Resources,HR Manager,Travel_Rarely,26,5,2,73,2,5,4,3,No,15,2,23,2,2,21,6,12,6,No,0.45,3
E1001686,42,Female,Bachelors,Married,Human Resources,HR Manager,Travel_Rarely,1,4,3,31,3,4,1,0,No,14,3,21,5,3,20,7,0,9,No,0.63,3
E1002251,55,Male,Bachelors,Married,Human Resources,HR Manager,Travel_Rarely,14,3,3,71,4,5,2,4,Yes,18,1,35,0,3,10,9,1,4,No,0.41,3
E100426,54,Female,Bachelors,Single,Human Resources,HR Manager,Non-Travel,1,4,4,30,4,4,4,2,Yes,12,3,23,3,3,5,3,4,4,No,0.54,3
E1001616,56,Male,Bachelors,Single,Human Resources,HR Manager,Travel_Rarely,3,1,4,99,3,5,2,6,No,14,1,36,4,3,7,3,7,7,No,0.78,3
E1001630,51,Male,Bachelors,Divorced,Human Resources,HR Manager,Travel_Rarely,10,4,3,84,3,4,2,1,Yes,11,2,33,2,3,33,9,0,10,No,0.68,3
E1001903,47,Female,Bachelors,Married,Human Resources,HR Manager,Travel_Rarely,6,3,4,98,3,5,3,3,No,11,3,27,2,3,5,2,1,0,No,0.79,3
E100922,50,Male,Phd,Married,Human Resources,HR Manager,Travel_Frequently,2,1,1,99,3,5,2,1,No,11,3,32,2,3,32,5,10,7,No,0.24,2
E1001828,40,Male,Phd,Single,Human Resources,HR Manager,Travel_Rarely,9,3,3,38,3,4,4,1,Yes,21,4,21,2,3,21,7,7,7,No,0.97,4
E1001614,55,Female,Phd,Married,Research & Development,IT Support Specialist,Travel_Rarely,10,3,4,58,1,5,3,4,No,14,4,23,5,3,19,9,9,11,No,0.45,3
E1001585,39,Female,Phd,Divorced,Research & Development,IT Support Specialist,Travel_Rarely,28,3,3,94,2,4,2,6,Yes,13,4,21,4,3,19,9,15,2,No,0.6,3
E1001352,55,Male,Phd,Single,Research & Development,IT Support Specialist,Non-Travel,10,4,3,40,2,4,1,7,No,15,2,31,3,4,9,7,6,2,No,0.93,4
E1001387,42,Male,Phd,Married,Research & Development,IT Support Specialist,Travel_Rarely,27,3,4,35,3,4,1,0,No,17,4,23,3,3,22,6,13,7,No,0.66,3
E1001794,32,Male,Phd,Single,Research & Development,IT Support Specialist,Travel_Rarely,24,3,3,64,3,3,4,2,No,25,2,10,5,4,5,2,0,0,No,0.42,3
E1002178,48,Female,Phd,Divorced,Research & Development,IT Support Specialist,Travel_Frequently,26,2,4,58,3,4,4,3,No,11,2,24,3,3,22,17,4,7,No,0.62,3
E1001584,45,Female,Phd,Single,Research & Development,IT Support Specialist,Travel_Frequently,20,5,2,83,3,5,2,3,No,22,3,22,4,3,0,0,0,0,No,1,4
E1001469,56,Female,Masters,Divorced,Research & Development,IT Support Specialist,Travel_Rarely,5,4,4,92,3,5,1,4,No,13,4,28,2,3,5,2,4,2,No,0.52,3
E100301,53,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,7,3,1,78,2,4,4,2,No,16,3,31,3,3,25,8,3,7,No,0.23,2
E100607,52,Male,Bachelors,Single,Sales,Account Manager,Non-Travel,7,3,1,79,2,5,3,1,Yes,18,4,33,2,4,33,7,15,12,No,0.35,2
E100891,31,Male,Bachelors,Divorced,Sales,Account Manager,Travel_Rarely,5,5,3,44,2,3,4,9,No,21,3,10,3,2,5,4,0,1,No,0.98,4
E100875,55,Female,Bachelors,Single,Sales,Account Manager,Travel_Rarely,26,3,1,83,3,4,2,3,No,23,4,37,2,3,10,9,7,7,No,0.21,2
E100903,41,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,2,4,2,91,3,4,1,7,No,16,2,22,2,3,18,16,11,8,No,0.3,2
E1001270,33,Male,Bachelors,Single,Sales,Account Manager,Non-Travel,12,4,4,38,3,4,3,1,No,11,4,10,2,3,10,8,6,0,No,0.71,3
E1001323,45,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,10,4,4,90,3,4,4,3,No,13,2,26,4,4,9,3,1,1,No,0.71,3
E1001805,46,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,25,4,3,51,3,4,2,8,No,12,4,23,2,4,13,12,5,1,No,0.78,3
E1002216,58,Female,Bachelors,Married,Sales,Account Manager,Travel_Rarely,19,3,4,72,3,4,4,4,Yes,13,3,29,2,2,1,0,0,0,No,0.65,3
